,ObservationID,ObservationTime,ObservationTimeApproximate,Troop,Observer,ObservationType,UTMNorthing,UTMEasting,LocationApproximate,LocationDescription,Notes,ST,STUncertain,SM,SMUncertain,SF,SFUncertain,SU,SUUncertain,SA,SAUncertain,SAM,SAMUncertain,SAF,SAFUncertain,SAFP,SAFPUncertain,SAFL,SAFLUncertain,SAFEN,SAFENUncertain,SAU,SAUUncertain,SS,SSUncertain,SSM,SSMUncertain,SSF,SSFUncertain,SSU,SSUUncertain,SJ,SJUncertain,SJM,SJMUncertain,SJF,SJFUncertain,SJU,SJUUncertain,IT,ITUncertain,IM,IMUncertain,IF,IFUncertain,IU,IUUncertain,IA,IAUncertain,IAM,IAMUncertain,IAF,IAFUncertain,IAFP,IAFPUncertain,IAFL,IAFLUncertain,IAFEN,IAFENUncertain,IAU,IAUUncertain,IS,ISUncertain,ISM,ISMUncertain,ISF,ISFUncertain,ISU,ISUUncertain,IJ,IJUncertain,IJM,IJMUncertain,IJF,IJFUncertain,IJU,IJUUncertain,T,A,S,J,TimeSinceLast,TDiff,ObsYear,ObsMonth
1121,csl0809191210,2008-09-19 12:10:00,0.0,CSL,Trainee CSL youth,Foraging,8030285.0,303506.0,0.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,0 days 00:00:00.000000000,-8.0,2008.0,9.0
1127,csl0809201424,2008-09-20 14:24:00,0.0,CSL,Trainee CSL youth,Foraging,8030232.0,303570.0,0.0,,,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,1 days 00:00:00.000000000,6.0,2008.0,9.0
1132,csl0809220820,2008-09-22 08:20:00,0.0,CSL,Trainee CSL youth,Moving,8029974.0,303414.0,0.0,,,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,2 days 00:00:00.000000000,-1.0,2008.0,9.0
1133,csl0809220910,2008-09-22 09:10:00,0.0,CSL,Trainee CSL youth,Foraging,8030033.0,303458.0,0.0,,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,0 days 00:00:00.000000000,3.0,2008.0,9.0
1135,csl0809220947,2008-09-22 09:47:00,0.0,CSL,Trainee CSL youth,Foraging,8030232.0,303628.0,0.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,0 days 00:00:00.000000000,-8.0,2008.0,9.0
1136,csl0809221412,2008-09-22 14:12:00,0.0,CSL,Trainee CSL youth,Moving,8030347.0,303574.0,0.0,,,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,0 days 00:00:00.000000000,6.0,2008.0,9.0
1137,csl0809221444,2008-09-22 14:44:00,0.0,CSL,Trainee CSL youth,Foraging,8030227.0,303576.0,0.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,0 days 00:00:00.000000000,-4.0,2008.0,9.0
1138,csl0809221525,2008-09-22 15:25:00,0.0,CSL,Trainee CSL youth,Moving,8030330.0,303593.0,0.0,,,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,0 days 00:00:00.000000000,1.0,2008.0,9.0
1139,csl0809230815,2008-09-23 08:15:00,0.0,CSL,Trainee CSL youth,Foraging,8030246.0,303532.0,0.0,,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,1 days 00:00:00.000000000,12.0,2008.0,9.0
1140,csl0809231135,2008-09-23 11:35:00,0.0,CSL,Trainee CSL youth,Moving,8030321.0,303526.0,0.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,0 days 00:00:00.000000000,-13.0,2008.0,9.0
1141,csl0809240915,2008-09-24 09:15:00,0.0,CSL,Trainee CSL youth,Foraging,8030238.0,303490.0,0.0,,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,1 days 00:00:00.000000000,6.0,2008.0,9.0
1142,csl0809241458,2008-09-24 14:58:00,0.0,CSL,Trainee CSL youth,Foraging,8029972.0,303424.0,0.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0 days 00:00:00.000000000,-12.0,2008.0,9.0
1143,csl0809251602,2008-09-25 16:02:00,0.0,CSL,Trainee CSL youth,Moving,8030176.0,303467.0,0.0,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,1 days 00:00:00.000000000,5.0,2008.0,9.0
1144,csl0809251649,2008-09-25 16:49:00,0.0,CSL,Trainee CSL youth,Foraging,8030270.0,303555.0,0.0,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,0 days 00:00:00.000000000,-4.0,2008.0,9.0
1145,csl0809261430,2008-09-26 14:30:00,0.0,CSL,Trainee CSL youth,Moving,8030241.0,303565.0,0.0,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1 days 00:00:00.000000000,0.0,2008.0,9.0
1146,csl0809271150,2008-09-27 11:50:00,0.0,CSL,Trainee CSL youth,Moving,8030286.0,303504.0,0.0,,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,1 days 00:00:00.000000000,11.0,2008.0,9.0
1147,csl0809271230,2008-09-27 12:30:00,0.0,CSL,Trainee CSL youth,Foraging,8030240.0,303487.0,0.0,,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,0 days 00:00:00.000000000,7.0,2008.0,9.0
1152,trs0809290915,2008-09-29 09:15:00,0.0,TRS,Pete Laver,Foraging,8032157.0,307559.0,0.0,corner of mango orchard - scrap trailer.,When local woman walked past they ran back to the den (slash pile) and remained there.  Note - there were several other potential hiding sites closer than the den site.,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,28 days 00:00:00.000000000,0.0,2008.0,9.0
1158,csl0809291420,2008-09-29 14:20:00,0.0,CSL,Trainee CSL youth,Moving,8030345.0,303594.0,0.0,,,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,2 days 00:00:00.000000000,-9.0,2008.0,9.0
1159,csl0809291433,2008-09-29 14:33:00,0.0,CSL,Trainee CSL youth,Moving,8030393.0,303550.0,0.0,,,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,0 days 00:00:00.000000000,-7.0,2008.0,9.0
1162,csl0809291745,2008-09-29 17:45:00,0.0,CSL,Pete Laver,Foraging,8029674.0,303293.0,0.0,,,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,0 days 00:00:00.000000000,13.0,2008.0,9.0
1169,csl0809300935,2008-09-30 09:35:00,0.0,CSL,Trainee CSL youth,Moving,8030148.0,303565.0,0.0,,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,1 days 00:00:00.000000000,3.0,2008.0,9.0
1170,csl0809301030,2008-09-30 10:30:00,0.0,CSL,Trainee CSL youth,Foraging,8030079.0,303530.0,0.0,,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,0 days 00:00:00.000000000,0.0,2008.0,9.0
1175,kub0810011030,2008-10-01 10:30:00,0.0,KUB,Pete Laver,Foraging,8031546.0,312179.0,0.0,feeding in trash behind Sharon's office,,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,21 days 00:00:00.000000000,-8.0,2008.0,10.0
1180,mow0810011642,2008-10-01 16:42:00,0.0,MOW,Pete Laver,Foraging,8032809.0,305492.0,0.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,18 days 00:00:00.000000000,5.0,2008.0,10.0
1189,csl0810020705,2008-10-02 07:05:00,0.0,CSL,Pete Laver,Sunning,8030120.0,303575.0,0.0,,,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,2 days 00:00:00.000000000,-3.0,2008.0,10.0
1191,kub0810021108,2008-10-02 11:08:00,0.0,KUB,Pete Laver,Foraging,8031610.0,312390.0,0.0,,,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,1 days 00:00:00.000000000,8.0,2008.0,10.0
1192,trs0810021138,2008-10-02 11:38:00,0.0,TRS,Pete Laver,Foraging,8032940.0,306836.0,0.0,termite mound behind prison field,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,3 days 00:00:00.000000000,-6.0,2008.0,10.0
1193,csl0810021153,2008-10-02 11:53:00,0.0,CSL,Trainee CSL youth,Resting,8030273.0,303531.0,0.0,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,0 days 00:00:00.000000000,-15.0,2008.0,10.0
1194,mow0810021155,2008-10-02 11:55:00,0.0,MOW,Pete Laver,Foraging,8032826.0,304837.0,0.0,drain from culvert to staff compound - golf house,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,1 days 00:00:00.000000000,-4.0,2008.0,10.0
1196,csl0810021235,2008-10-02 12:35:00,0.0,CSL,Pete Laver,Foraging,8030268.0,303505.0,0.0,grass patch between easternmost chalet and pool,,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,0 days 00:00:00.000000000,11.0,2008.0,10.0
1198,csl0810021436,2008-10-02 14:36:00,0.0,CSL,Trainee CSL youth,Moving,8030283.0,303512.0,0.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,0 days 00:00:00.000000000,-8.0,2008.0,10.0
1199,csl0810021530,2008-10-02 15:30:00,0.0,CSL,Trainee CSL youth,Foraging,8030237.0,303633.0,0.0,,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,0 days 00:00:00.000000000,8.0,2008.0,10.0
1204,csl0810030850,2008-10-03 08:50:00,0.0,CSL,Trainee CSL youth,Foraging,8030080.0,303443.0,0.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,1 days 00:00:00.000000000,-6.0,2008.0,10.0
1205,kub0810031020,2008-10-03 10:20:00,0.0,KUB,Pete Laver,Resting,8031554.0,312174.0,0.0,,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,1 days 00:00:00.000000000,1.0,2008.0,10.0
1211,cch0810031635,2008-10-03 16:35:00,0.0,CCH,Pete Laver,Resting,8027802.0,302737.0,0.0,,Count based on the number tracks seen crossing a road.,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,23 days 00:00:00.000000000,-2.0,2008.0,10.0
1212,cch0810040705,2008-10-04 07:05:00,0.0,CCH,Pete Laver,Foraging,8027630.0,302614.0,0.0,,,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,1 days 00:00:00.000000000,-8.0,2008.0,10.0
1218,csl0810040935,2008-10-04 09:35:00,0.0,CSL,Trainee CSL youth,Moving,8030148.0,303620.0,0.0,,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,1 days 00:00:00.000000000,6.0,2008.0,10.0
1220,csl0810041408,2008-10-04 14:08:00,0.0,CSL,Trainee CSL youth,Moving,8030231.0,303562.0,0.0,,,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,0 days 00:00:00.000000000,-2.0,2008.0,10.0
1221,csl0810041532,2008-10-04 15:32:00,0.0,CSL,Trainee CSL youth,Moving,8030255.0,303604.0,0.0,,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,0 days 00:00:00.000000000,9.0,2008.0,10.0
1222,csl0810041610,2008-10-04 16:10:00,0.0,CSL,Trainee CSL youth,Moving,8030345.0,303593.0,0.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,0 days 00:00:00.000000000,-13.0,2008.0,10.0
1226,csl0810060920,2008-10-06 09:20:00,0.0,CSL,Trainee CSL youth,Moving,8029984.0,303422.0,0.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,2 days 00:00:00.000000000,-2.0,2008.0,10.0
1227,csl0810061422,2008-10-06 14:22:00,0.0,CSL,Trainee CSL youth,Moving,8030231.0,303575.0,0.0,,,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,0 days 00:00:00.000000000,4.0,2008.0,10.0
1228,csl0810061434,2008-10-06 14:34:00,0.0,CSL,Trainee CSL youth,Foraging,8030260.0,303554.0,0.0,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,0 days 00:00:00.000000000,-3.0,2008.0,10.0
1229,csl0810061640,2008-10-06 16:40:00,0.0,CSL,Trainee CSL youth,Moving,8030252.0,303483.0,0.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,0 days 00:00:00.000000000,-1.0,2008.0,10.0
1236,csl0810071101,2008-10-07 11:01:00,0.0,CSL,Trainee CSL youth,Moving,8030142.0,303509.0,0.0,,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,1 days 00:00:00.000000000,15.0,2008.0,10.0
1237,csl0810071102,2008-10-07 11:02:00,0.0,CSL,Trainee CSL youth,Moving,8030262.0,303488.0,0.0,,,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,0 days 00:00:00.000000000,-1.0,2008.0,10.0
1238,csl0810071120,2008-10-07 11:20:00,0.0,CSL,Trainee CSL youth,Foraging,8030089.0,303446.0,0.0,,,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,0 days 00:00:00.000000000,1.0,2008.0,10.0
1239,csl0810071152,2008-10-07 11:52:00,0.0,CSL,Pete Laver,Resting,8030201.0,303518.0,0.0,west of the 80s,(I think this is between blocks and Ebbie's salon),4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,0 days 00:00:00.000000000,-17.0,2008.0,10.0
1240,csl0810071200,2008-10-07 12:00:00,0.0,CSL,Trainee CSL youth,Moving,8030218.0,303515.0,0.0,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,0 days 00:00:00.000000000,3.0,2008.0,10.0
1241,mow0810071227,2008-10-07 12:27:00,0.0,MOW,Pete Laver,Foraging,8032829.0,304838.0,0.0,drain from culvert to staff compound,,8.0,0.0,2.0,,5.0,,1.0,,6.0,0.0,1.0,0.0,5.0,0.0,,,,,,,,,2.0,0.0,1.0,0.0,,,1.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,2.0,,5 days 00:00:00.000000000,4.0,2008.0,10.0
1246,csl0810081001,2008-10-08 10:01:00,0.0,CSL,Trainee CSL youth,Moving,8030343.0,303509.0,0.0,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,1 days 00:00:00.000000000,0.0,2008.0,10.0
1255,csl0810100641,2008-10-10 06:41:00,0.0,CSL,Pete Laver,Denning,8030164.0,303508.0,0.0,50s and 60s - septic tank,,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,2 days 00:00:00.000000000,10.0,2008.0,10.0
1257,kub0810101140,2008-10-10 11:40:00,0.0,KUB,Pete Laver,Resting,8031630.0,312212.0,0.0,under easternmost chalet.,,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,7 days 00:00:00.000000000,-4.0,2008.0,10.0
1259,mow0810101244,2008-10-10 12:44:00,0.0,MOW,Pete Laver,Foraging,8033050.0,305165.0,0.0,,,7.0,0.0,3.0,,3.0,,1.0,,5.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,,,,,,,2.0,0.0,2.0,0.0,,,,,0.0,,0.0,,,,,,1.0,0.0,,,1.0,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,2.0,,3 days 00:00:00.000000000,0.0,2008.0,10.0
1266,csl0810111128,2008-10-11 11:28:00,0.0,CSL,Trainee CSL youth,Foraging,8030213.0,303556.0,0.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,1 days 00:00:00.000000000,-11.0,2008.0,10.0
1273,csl0810131010,2008-10-13 10:10:00,0.0,CSL,Trainee CSL youth,Moving,8030032.0,303449.0,0.0,,,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,2 days 00:00:00.000000000,5.0,2008.0,10.0
1274,csl0810131450,2008-10-13 14:50:00,0.0,CSL,Trainee CSL youth,Foraging,8030223.0,303558.0,0.0,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,0 days 00:00:00.000000000,-4.0,2008.0,10.0
1279,csl0810150933,2008-10-15 09:33:00,0.0,CSL,Trainee CSL youth,Foraging,8030259.0,303591.0,0.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,2 days 00:00:00.000000000,1.0,2008.0,10.0
1281,csl0810151427,2008-10-15 14:27:00,0.0,CSL,Trainee CSL youth,Active,8030053.0,303446.0,0.0,,,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,0 days 00:00:00.000000000,-3.0,2008.0,10.0
1282,kub0810160640,2008-10-16 06:40:00,0.0,KUB,Pete Laver,Denning,8031202.0,312314.0,0.0,Aliboat container,get count of M and F from photos,21.0,0.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,6 days 00:00:00.000000000,4.0,2008.0,10.0
1283,csl0810160810,2008-10-16 08:10:00,0.0,CSL,Trainee CSL youth,Active,8030097.0,303440.0,0.0,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1 days 00:00:00.000000000,-2.0,2008.0,10.0
1285,mow0810161125,2008-10-16 11:25:00,0.0,MOW,Pete Laver,Moving,8032667.0,304759.0,0.0,inside the staff compound,I think I disturbed their rest,8.0,0.0,3.0,,5.0,,0.0,,,,1.0,0.0,5.0,0.0,,,,,,,,,,,2.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,6 days 00:00:00.000000000,0.0,2008.0,10.0
1289,csl0810161648,2008-10-16 16:48:00,0.0,CSL,Trainee CSL youth,Moving,8030265.0,303562.0,0.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,0 days 00:00:00.000000000,5.0,2008.0,10.0
1290,mow0810161705,2008-10-16 17:05:00,0.0,MOW,Pete Laver,Foraging,8032903.0,304882.0,0.0,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,0 days 00:00:00.000000000,-3.0,2008.0,10.0
1291,csl0810161730,2008-10-16 17:30:00,0.0,CSL,Pete Laver,Foraging,8030149.0,303526.0,0.0,,troop split into two,9.0,1.0,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,0 days 00:00:00.000000000,1.0,2008.0,10.0
1298,mow0810170635,2008-10-17 06:35:00,0.0,MOW,Pete Laver,Foraging,8032817.0,304844.0,0.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,1 days 00:00:00.000000000,3.0,2008.0,10.0
1301,csl0810171150,2008-10-17 11:50:00,0.0,CSL,Trainee CSL youth,Moving,8030080.0,303442.0,0.0,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,1 days 00:00:00.000000000,-1.0,2008.0,10.0
1302,csl0810181128,2008-10-18 11:28:00,0.0,CSL,Trainee CSL youth,Resting,8030043.0,303542.0,0.0,,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,1 days 00:00:00.000000000,6.0,2008.0,10.0
1303,csl0810200925,2008-10-20 09:25:00,0.0,CSL,Trainee CSL youth,Moving,8030348.0,303622.0,0.0,,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,2 days 00:00:00.000000000,0.0,2008.0,10.0
1304,csl0810201020,2008-10-20 10:20:00,0.0,CSL,Trainee CSL youth,Resting,8030145.0,303614.0,0.0,,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,0 days 00:00:00.000000000,-8.0,2008.0,10.0
1312,csl0810210646,2008-10-21 06:46:00,0.0,CSL,Pete Laver,Moving,8030184.0,303537.0,0.0,,putative den at 70s and 80s - septic tank.  Latrine - 4 at putative den; 7 at 8030118; 303573.  (all GC),15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,1 days 00:00:00.000000000,9.0,2008.0,10.0
